Misc,playerID,birthYear,birthCountry,birthCity,deathYear,deathCountry,deathCity,nameFirst,nameLast,Birthplace,geoname_id,continent_code,country_iso_code,country_name,city_name,registered_country_geoname_id,latitude,longitude
63071,wilshte01,1949,United States,Atascadero,2000,USA,Lomita,Terry,Wilshusen,United States Atascadero,5325111,,US,United States,Atascadero,6252001,35.4658,-120.6672
63073,wilsoal01,1986,Saudi Arabia,Dhahran,,,,Alex,Wilson,Saudi Arabia Dhahran,107797,AS,SA,Saudi Arabia,Dhahran,102358,26.3032,50.1353
63074,wilsoar01,1885,United States,Macon,1960,USA,Chicago,Art,Wilson,United States Macon,4207400,,US,United States,Macon,6252001,32.7914,-83.679
63080,wilsoar03,1923,United States,Los Angeles,2007,USA,Decatur,Archie,Wilson,United States Los Angeles,5368361,,US,United States,Los Angeles,597427,34.0544,-118.244
63081,wilsobi01,1867,United States,Hannibal,1924,USA,St. Paul,Bill,Wilson,United States Hannibal,4389418,,US,United States,Hannibal,6252001,39.7064,-91.3839
63083,wilsobi02,1928,United States,Central City,,,,Bill,Wilson,United States Central City,4287450,,US,United States,Central City,6252001,37.3007,-87.1202
63088,wilsobi03,1942,United States,Pomeroy,1993,USA,Broken Arrow,Bill,Wilson,United States Pomeroy,4521708,,US,United States,Pomeroy,6252001,39.0607,-82.0331
63091,wilsobo01,1925,United States,Dallas,1985,USA,Dallas,Bob,Wilson,United States Dallas,4190598,,US,United States,Dallas,6252001,33.8992,-84.8572
63097,wilsobo02,1983,United States,Dunedin,,,,Bobby,Wilson,United States Dunedin,4153759,,US,United States,Dunedin,6252001,28.0303,-82.7816
63098,wilsobr01,1982,United States,Londonderry,,,,Brian,Wilson,United States Londonderry,5088905,,US,United States,Londonderry,6252001,42.8656,-71.3772
63100,wilsobr02,1997,United States,Durham,,,,Bryse,Wilson,United States Durham,4464368,,US,United States,Durham,6252001,35.9968,-78.8955
63105,wilsoch01,1883,United States,Austin,1954,USA,Bertram,Chief,Wilson,United States Austin,4099974,,US,United States,Austin,6252001,34.9921,-91.9798
63110,wilsoch02,1905,United States,Clinton,1970,USA,Rochester,Charlie,Wilson,United States Clinton,4106074,,US,United States,Clinton,6252001,35.6045,-92.4758
63135,wilsocj01,1980,United States,Newport Beach,,,,C. J.,Wilson,United States Newport Beach,5376890,,US,United States,Newport Beach,6252001,33.6268,-117.8718
63136,wilsocr01,1964,United States,Annapolis,,,,Craig,Wilson,United States Annapolis,4347242,,US,United States,Annapolis,6252001,38.9785,-76.4922
63137,wilsocr02,1970,United States,Chicago,,,,Craig,Wilson,United States Chicago,4887398,,US,United States,Chicago,6252001,41.8777,-87.6376
63138,wilsocr03,1976,United States,Fountain Valley,,,,Craig,Wilson,United States Fountain Valley,5350207,,US,United States,Fountain Valley,6252001,33.707,-117.9519
63139,wilsoda01,1969,United States,Arlington Heights,,,,Dan,Wilson,United States Arlington Heights,4883555,,US,United States,Arlington Heights,6252001,42.1124,-87.979
63140,wilsode01,1969,United States,Glen Cove,,,,Desi,Wilson,United States Glen Cove,5118626,,US,United States,Glen Cove,6252001,40.8627,-73.6351
63141,wilsodo01,1945,United States,Monroe,1975,USA,Houston,Don,Wilson,United States Monroe,4209884,,US,United States,Monroe,6252001,33.8386,-83.7104
63153,wilsodu01,1934,United States,Wichita,,,,Duane,Wilson,United States Wichita,4281730,,US,United States,Wichita,6252001,37.6808,-97.1558
63154,wilsoea01,1934,United States,Ponchatoula,2005,USA,Southfield,Earl,Wilson,United States Ponchatoula,4337775,,US,United States,Ponchatoula,6252001,30.443,-90.4386
63155,wilsoed01,1909,United States,Hamden,1979,USA,Hamden,Eddie,Wilson,United States Hamden,4835654,,US,United States,Hamden,6252001,41.4097,-72.911
63158,wilsofr01,1901,United States,Malden,1974,USA,Leicester,Frank,Wilson,United States Malden,4396871,,US,United States,Malden,6252001,36.5672,-89.9737
63160,wilsoga01,1879,United States,Baltimore,1969,USA,Randallstown,Gary,Wilson,United States Baltimore,4347778,,US,United States,Baltimore,6252001,39.287,-76.6476
63162,wilsoga02,1954,United States,Camden,,,,Gary,Wilson,United States Camden,4053200,,US,United States,Camden,6252001,32.0047,-87.295
63172,wilsoga03,1970,United States,Arcata,,,,Gary,Wilson,United States Arcata,5558953,,US,United States,Arcata,6252001,40.8742,-124.0765
63173,wilsoge01,1924,United States,Cherryville,1974,USA,Kings Mountain,George,Wilson,United States Cherryville,4460465,,US,United States,Cherryville,6252001,35.3747,-81.3509
63174,wilsogl01,1958,United States,Baytown,,,,Glenn,Wilson,United States Baytown,4672731,,US,United States,Baytown,6252001,29.7679,-94.9724
63175,wilsogr01,1922,United States,Columbus,2003,USA,Columbus,Grady,Wilson,United States Columbus,4188985,,US,United States,Columbus,6252001,32.473,-84.9795
63186,wilsoha01,1900,United States,Ellwood City,1948,USA,Baltimore,Hack,Wilson,United States Ellwood City,5188609,,US,United States,Ellwood City,6252001,40.8729,-80.2559
63187,wilsohe01,1876,United States,Baltimore,1929,USA,Knoxville,Harry,Wilson,United States Baltimore,4347778,,US,United States,Baltimore,6252001,39.287,-76.6476
63189,wilsohi01,1878,United States,Philadelphia,1934,USA,Havre de Grace,Highball,Wilson,United States Philadelphia,4440906,,US,United States,Philadelphia,6252001,32.7572,-89.1154
63193,wilsoic01,1912,United States,Maricopa,1973,USA,Moraga,Icehouse,Wilson,United States Maricopa,5303752,,US,United States,Maricopa,6252001,33.0073,-111.9324
63194,wilsoja01,1912,United States,Portland,1995,USA,Edmonds,Jack,Wilson,United States Portland,4650946,,US,United States,Portland,6252001,36.5673,-86.5059
63203,wilsoja02,1977,United States,Westlake Village,,,,Jack,Wilson,United States Westlake Village,5408395,,US,United States,Westlake Village,6252001,34.1472,-118.8383
63204,wilsoji01,1900,United States,Philadelphia,1947,USA,Bradenton,Jimmie,Wilson,United States Philadelphia,4440906,,US,United States,Philadelphia,6252001,32.7572,-89.1154
63208,wilsoji02,1922,United States,San Diego,1986,USA,Newport Beach,Jim,Wilson,United States San Diego,5391811,,US,United States,San Diego,6252001,32.7097,-117.1228
63209,wilsoji03,1960,United States,Corvallis,,,,Jim,Wilson,United States Corvallis,5720727,,US,United States,Corvallis,6252001,44.5928,-123.2746
63210,wilsojo01,1890,United States,Boonsboro,1954,USA,Annapolis,John,Wilson,United States Boonsboro,4349107,,US,United States,Boonsboro,6252001,39.552,-77.6957
63211,wilsojo02,1903,United States,Coal City,1980,USA,Chattanooga,John,Wilson,United States Coal City,4888270,,US,United States,Coal City,6252001,41.2908,-88.2823
63212,wilsojo03,1981,United States,Pittsburgh,,,,Josh,Wilson,United States Pittsburgh,5206379,,US,United States,Pittsburgh,6252001,40.4688,-80.0872
63213,wilsoju10,1987,United States,Anaheim,,,,Justin,Wilson,United States Anaheim,5323810,,US,United States,Anaheim,6252001,33.8055,-117.9223
63214,wilsoju99,1896,United States,Remington,1963,USA,Washington,Jud,Wilson,United States Remington,4781484,,US,United States,Remington,6252001,38.5309,-77.8037
63216,wilsokr01,1976,United States,Washington,,,,Kris,Wilson,United States Washington,4140963,,US,United States,Washington,6252001,38.9371,-76.9928
63236,wilsoma01,1916,United States,Haw River,1977,USA,Greensboro,Max,Wilson,United States Haw River,4470274,,US,United States,Haw River,6252001,36.0915,-79.3642
63238,wilsomi02,1983,United States,Tulsa,,,,Mike,Wilson,United States Tulsa,4553433,,US,United States,Tulsa,6252001,36.1462,-95.9085
63240,wilsomu01,1896,United States,Keyser,1962,USA,Leesburg,Mutt,Wilson,United States Keyser,4810884,,US,United States,Keyser,6252001,39.4527,-78.8926
63241,wilsone01,1935,United States,Lexington,2013,USA,Jackson,Neil,Wilson,United States Lexington,4072339,,US,United States,Lexington,6252001,34.9559,-87.3935
63257,wilsoni01,1970,Canada,Oshawa,,,,Nigel,Wilson,Canada Oshawa,6094578,,CA,Canada,Oshawa,6251999,43.9233,-78.8684
63259,wilsopa02,1973,United States,Orlando,,,,Paul,Wilson,United States Orlando,4167147,,US,United States,Orlando,6252001,28.5436,-81.3738
63260,wilsope01,1884,United States,Springfield,1957,USA,St. Petersburg,Pete,Wilson,United States Springfield,4224162,,US,United States,Springfield,6252001,32.3697,-81.3618
63279,wilsore01,1929,United States,Milwaukee,2014,USA,Fitchburg,Red,Wilson,United States Milwaukee,5263045,,US,United States,Milwaukee,6252001,43.0503,-88.045
63280,wilsoro01,1896,United States,Foster,1969,USA,Clarion,Roy,Wilson,United States Foster,4292078,,US,United States,Foster,6252001,38.7506,-84.1566
63283,wilsosq01,1889,United States,Old Town,1967,USA,Winthrop,Squanto,Wilson,United States Old Town,4166922,,US,United States,Old Town,6252001,29.6699,-83.005
63285,wilsost01,1964,Canada,Victoria,,,,Steve,Wilson,Canada Victoria,6174041,,CA,Canada,Victoria,6251999,48.4793,-123.5271
63286,wilsota01,1956,United States,Shreveport,,,,Tack,Wilson,United States Shreveport,4341513,,US,United States,Shreveport,6252001,32.3904,-93.7117
63287,wilsote01,1901,United States,Trenton,1946,USA,Sulphur Springs,Tex,Wilson,United States Trenton,4175637,,US,United States,Trenton,6252001,29.6133,-82.8176
63300,wilsoto01,1890,United States,Fleming,1953,USA,San Pedro,Tom,Wilson,United States Fleming,4512010,,US,United States,Fleming,6252001,39.4136,-81.6078
63302,wilsoto02,1970,United States,Fullerton,,,,Tom,Wilson,United States Fullerton,5059296,,US,United States,Fullerton,6252001,46.1951,-98.3882
63305,wilsotr01,1966,United States,Torrance,,,,Trevor,Wilson,United States Torrance,5403022,,US,United States,Torrance,6252001,33.8104,-118.3531
63306,wilsotu01,1861,United States,Brooklyn,1914,USA,Brooklyn,Tug,Wilson,United States Brooklyn,4349594,,US,United States,Brooklyn,6252001,39.2259,-76.6153
63312,wilsoty01,1989,United States,Lynchburg,,,,Tyler,Wilson,United States Lynchburg,4517264,,US,United States,Lynchburg,6252001,39.2119,-83.8021
63316,wilsova01,1973,United States,Mesa,,,,Vance,Wilson,United States Mesa,5304391,,US,United States,Mesa,6252001,33.3429,-111.6347
63318,wilsowa01,1913,United States,Glenn,1994,USA,Bremen,Walter,Wilson,United States Glenn,5352461,,US,United States,Glenn,6252001,39.6069,-122.0384
63319,wilsowi01,1885,United States,Columbus,1925,USA,Seattle,Willy,Wilson,United States Columbus,4188985,,US,United States,Columbus,6252001,32.473,-84.9795
63330,wilsowi02,1955,United States,Montgomery,,,,Willie,Wilson,United States Montgomery,4076784,,US,United States,Montgomery,6252001,32.3668,-86.3
63336,wilsoze01,1869,United States,Benton,1928,USA,Montgomery,Zeke,Wilson,United States Benton,4101241,,US,United States,Benton,6252001,34.6054,-92.6255
63344,wiltsha01,1903,United States,Clay City,1983,USA,Bunkie,Hal,Wiltse,United States Clay City,4255841,,US,United States,Clay City,6252001,39.2727,-87.1082
63345,wiltsho01,1879,United States,Hamilton,1959,USA,Long Beach,Hooks,Wiltse,United States Hamilton,4065965,,US,United States,Hamilton,6252001,34.1534,-88.0085
63357,wimmeal01,1988,United States,Cincinnati,,,,Alex,Wimmers,United States Cincinnati,4508722,,US,United States,Cincinnati,6252001,39.2663,-84.5221
63359,winceed01,1929,United States,Chicago,,,,Ed,Winceniak,United States Chicago,4887398,,US,United States,Chicago,6252001,41.8777,-87.6376
63360,winchfr01,1882,United States,Arlington,1958,CAN,Toronto,Fred,Winchell,United States Arlington,4282663,,US,United States,Arlington,6252001,36.7903,-89.0128
63371,winchsc01,1973,United States,Midland,,,,Scott,Winchester,United States Midland,4209111,,US,United States,Midland,6252001,32.5607,-84.8573
63378,windhgo01,1933,United States,Watseka,,,,Gordie,Windhorn,United States Watseka,4915703,,US,United States,Watseka,6252001,40.7734,-87.7309
63379,windlbi01,1904,United States,Galena,1981,USA,Corpus Christi,Bill,Windle,United States Galena,4271901,,US,United States,Galena,6252001,37.0632,-94.6557
63383,windsja01,1982,United States,San Bernardino,,,,Jason,Windsor,United States San Bernardino,5391710,,US,United States,San Bernardino,6252001,34.2166,-117.3908
63384,wineaed01,1905,United States,Boston,1996,USA,Delray Beach,Ed,Wineapple,United States Boston,4285208,,US,United States,Boston,6252001,37.7408,-85.5948
63387,winebo01,1938,United States,New York,,,,Bobby,Wine,United States New York,5128581,,US,United States,New York,798549,40.7157,-74
63388,winegra01,1909,United States,Benton,1988,USA,Wichita,Ralph,Winegarner,United States Benton,4101241,,US,United States,Benton,6252001,34.6054,-92.6255
63396,winero01,1962,United States,Norristown,,,,Robbie,Wine,United States Norristown,5203506,,US,United States,Norristown,6252001,40.1435,-75.3779
63398,winfoji01,1909,United States,Shelbyville,1970,USA,Miami,Jim,Winford,United States Shelbyville,4249857,,US,United States,Shelbyville,6252001,39.458,-88.8058
63404,wingaer01,1900,United States,Prattville,1977,USA,Prattville,Ernie,Wingard,United States Prattville,4084796,,US,United States,Prattville,6252001,32.4691,-86.4784
63405,wingetr01,1994,United States,Huntsville,,,,Trey,Wingenter,United States Huntsville,4068590,,US,United States,Huntsville,6252001,34.7448,-86.6704
63411,wingfte01,1899,United States,Bedford,1975,USA,Johnson City,Ted,Wingfield,United States Bedford,4254282,,US,United States,Bedford,6252001,38.8729,-86.4871
63421,wingoal01,1898,United States,Norcross,1964,USA,Detroit,Al,Wingo,United States Norcross,4212888,,US,United States,Norcross,6252001,33.9381,-84.1972
63423,wingoiv01,1890,United States,Gainesville,1941,USA,Norcross,Ivey,Wingo,United States Gainesville,4156404,,US,United States,Gainesville,6252001,29.6959,-82.4042
63427,winhala01,1881,United States,Brooklyn,1951,USA,Brooklyn,Lave,Winham,United States Brooklyn,4349594,,US,United States,Brooklyn,6252001,39.2259,-76.6153
63433,winkege01,1865,United States,Washington,1960,USA,Washington,George,Winkelman,United States Washington,4140963,,US,United States,Washington,6252001,38.9371,-76.9928
63452,winkeje01,1993,United States,Buffalo,,,,Jesse,Winker,United States Buffalo,4234762,,US,United States,Buffalo,6252001,39.8499,-89.3879
63461,winkejo01,1973,United States,Buffalo,,,,Joe,Winkelsas,United States Buffalo,4234762,,US,United States,Buffalo,6252001,39.8499,-89.3879
63471,winklda01,1990,United States,Effingham,,,,Dan,Winkler,United States Effingham,4237727,,US,United States,Effingham,6252001,39.1217,-88.5611
63474,winnge01,1897,United States,Perry,1969,USA,Roberta,George,Winn,United States Perry,4168244,,US,United States,Perry,6252001,29.9665,-83.6594
63483,winnihe01,1961,United States,Orangeburg,,,,Herm,Winningham,United States Orangeburg,4590184,,US,United States,Orangeburg,6252001,33.5675,-80.9248
63485,winnji01,1959,United States,Stockton,,,,Jim,Winn,United States Stockton,4048488,,US,United States,Stockton,6252001,39.4376,-99.2871
63490,winnra01,1974,United States,Los Angeles,,,,Randy,Winn,United States Los Angeles,5368361,,US,United States,Los Angeles,597427,34.0544,-118.244
63491,winseto01,1909,United States,McKenzie,1987,USA,Memphis,Tom,Winsett,United States McKenzie,4640736,,US,United States,McKenzie,6252001,36.1272,-88.5134
63492,winstda01,1966,United States,Passaic,2008,USA,Freehold,Darrin,Winston,United States Passaic,5102443,,US,United States,Passaic,6252001,40.8565,-74.1231
63493,winstha01,1904,United States,Youngsville,1974,USA,Jacksonville,Hank,Winston,United States Youngsville,4346810,,US,United States,Youngsville,6252001,30.0975,-92.0096
63496,wintecl01,1899,United States,Detroit,1945,USA,Detroit,Clarence,Winters,United States Detroit,4685987,,US,United States,Detroit,6252001,33.6627,-95.2385
63499,wintege01,1878,United States,New Providence,1951,USA,Ramsey,George,Winter,United States New Providence,4559986,,US,United States,New Providence,6252001,39.9098,-76.2243
63501,winteje01,1893,United States,Stephenville,1986,USA,Abilene,Jesse,Winters,United States Stephenville,4734350,,US,United States,Stephenville,6252001,32.2184,-98.2236
63502,wintema01,1960,United States,Buffalo,,,,Matt,Winters,United States Buffalo,4234762,,US,United States,Buffalo,6252001,39.8499,-89.3879
63511,wirthal01,1956,United States,Mesa,,,,Alan,Wirth,United States Mesa,5304391,,US,United States,Mesa,6252001,33.3429,-111.6347
63514,wisdopa01,1991,United States,Murrieta,,,,Patrick,Wisdom,United States Murrieta,5375911,,US,United States,Murrieta,6252001,33.5631,-117.2738
63515,wisear01,1912,United States,Waxahachie,1978,USA,Dallas,Archie,Wise,United States Waxahachie,4740328,,US,United States,Waxahachie,6252001,32.3816,-96.8322
63516,wisebi01,1861,United States,Washington,1940,USA,Washington,Bill,Wise,United States Washington,4140963,,US,United States,Washington,6252001,38.9371,-76.9928
63535,wiseca01,1932,United States,Lafayette,2007,USA,Naples,Casey,Wise,United States Lafayette,4071267,,US,United States,Lafayette,6252001,32.9252,-85.4426
63543,wisede01,1978,United States,Columbia,,,,Dewayne,Wise,United States Columbia,4236206,,US,United States,Columbia,6252001,38.4325,-90.2027
63559,wisehu01,1906,United States,Campbellsville,1987,USA,Plantation,Hughie,Wise,United States Campbellsville,4286717,,US,United States,Campbellsville,6252001,37.3466,-85.3508
63560,wisema01,1975,United States,Montclair,,,,Matt,Wise,United States Montclair,5101334,,US,United States,Montclair,6252001,40.8125,-74.2134
63562,wiseni01,1866,United States,Boston,1923,USA,Boston,Nick,Wise,United States Boston,4285208,,US,United States,Boston,6252001,37.7408,-85.5948
63565,wiseri01,1945,United States,Jackson,,,,Rick,Wise,United States Jackson,4069458,,US,United States,Jackson,6252001,31.5131,-87.8672
63583,wisero01,1923,United States,Springfield,2008,USA,Irvine,Roy,Wise,United States Springfield,4224162,,US,United States,Springfield,6252001,32.3697,-81.3618
63601,wisesa01,1857,United States,Akron,1910,USA,Akron,Sam,Wise,United States Akron,4047204,,US,United States,Akron,6252001,32.8553,-87.7219
63608,wislema01,1992,United States,Bryan,,,,Matt,Wisler,United States Bryan,4677008,,US,United States,Bryan,6252001,30.6913,-96.3714
63610,wisneja01,1899,United States,Grand Rapids,1981,USA,Jackson,Jack,Wisner,United States Grand Rapids,4994358,,US,United States,Grand Rapids,6252001,43.0213,-85.6064
63613,wisneph01,1870,United States,Washington,1936,USA,New York,Phil,Wisner,United States Washington,4140963,,US,United States,Washington,6252001,38.9371,-76.9928
63632,wissmda01,1941,United States,Greenfield,,,,Dave,Wissman,United States Greenfield,4239840,,US,United States,Greenfield,6252001,39.3491,-90.2089
63640,wistete01,1888,United States,Detroit,1964,USA,San Antonio,Tex,Wisterzil,United States Detroit,4685987,,US,United States,Detroit,6252001,33.6627,-95.2385
63643,wistewh01,1912,United States,Chicago,1985,USA,Painesville,Whitey,Wistert,United States Chicago,4887398,,US,United States,Chicago,6252001,41.8777,-87.6376
63644,witasja01,1972,United States,Baltimore,,,,Jay,Witasick,United States Baltimore,4347778,,US,United States,Baltimore,6252001,39.287,-76.6476
63646,witekmi01,1915,United States,Luzerne,1990,USA,Kingston,Mickey,Witek,United States Luzerne,5199308,,US,United States,Luzerne,6252001,41.2843,-75.8935
63647,withech01,1852,United States,Washington,1948,USA,Washington,Charles,Witherow,United States Washington,4140963,,US,United States,Washington,6252001,38.9371,-76.9928
63667,withesh01,1972,United States,Ann Arbor,,,,Shannon,Withem,United States Ann Arbor,4984247,,US,United States,Ann Arbor,6252001,42.2807,-83.7801
63668,withrch01,1989,United States,Austin,,,,Chris,Withrow,United States Austin,4099974,,US,United States,Austin,6252001,34.9921,-91.9798
63674,withrfr01,1891,United States,Greenwood,1966,USA,Omaha,Frank,Withrow,United States Greenwood,4113143,,US,United States,Greenwood,6252001,35.1955,-94.253
63686,witmero01,1967,United States,West Islip,,,,Ron,Witmeyer,United States West Islip,5143866,,US,United States,West Islip,6252001,40.7095,-73.2966
63687,wittbo01,1964,United States,Arlington,,,,Bobby,Witt,United States Arlington,4282663,,US,United States,Arlington,6252001,36.7903,-89.0128
63699,wittge01,1931,United States,Long Beach,2013,USA,Los Angeles,Red,Witt,United States Long Beach,4434069,,US,United States,Long Beach,6252001,30.3598,-89.1646
63703,wittgni01,1991,United States,Torrance,,,,Nick,Wittgren,United States Torrance,5403022,,US,United States,Torrance,6252001,33.8104,-118.3531
63704,wittijo01,1914,United States,Baltimore,1999,USA,Nassawadox,Johnnie,Wittig,United States Baltimore,4347778,,US,United States,Baltimore,6252001,39.287,-76.6476
63706,wittke01,1976,United States,High Point,,,,Kevin,Witt,United States High Point,4471025,,US,United States,High Point,6252001,36.002,-80.0004
63707,wittmi01,1960,United States,Fullerton,,,,Mike,Witt,United States Fullerton,5059296,,US,United States,Fullerton,6252001,46.1951,-98.3882
63710,wittwh01,1895,United States,Orange,1988,USA,Salem County,Whitey,Witt,United States Orange,4716805,,US,United States,Orange,6252001,30.0709,-93.8659
63716,wockejo01,1949,United States,Welch,,,,John,Wockenfuss,United States Welch,4554897,,US,United States,Welch,6252001,36.902,-95.1295
63719,woehran01,1896,United States,Fort Wayne,1990,USA,Fort Wayne,Andy,Woehr,United States Fort Wayne,4920423,,US,United States,Fort Wayne,6252001,41.0707,-85.1543
63721,wohlema01,1970,United States,Holyoke,,,,Mark,Wohlers,United States Holyoke,4939783,,US,United States,Holyoke,6252001,42.2043,-72.6162
63722,wohlfji01,1951,United States,Visalia,,,,Jim,Wohlford,United States Visalia,5406567,,US,United States,Visalia,6252001,36.3528,-119.3007
63723,wojcias01,1988,United States,Hardeeville,,,,Asher,Wojciechowski,United States Hardeeville,4581095,,US,United States,Hardeeville,6252001,32.2635,-81.0669
63724,wojcijo01,1942,United States,Olean,,,,John,Wojcik,United States Olean,5129780,,US,United States,Olean,6252001,42.0821,-78.426
63725,wojcist01,1970,United States,Blue Island,,,,Steve,Wojciechowski,United States Blue Island,4885186,,US,United States,Blue Island,6252001,41.6582,-87.6795
63726,wojeype01,1919,United States,Stowe,1990,USA,Mobile,Pete,Wojey,United States Stowe,5241611,,US,United States,Stowe,6252001,44.4695,-72.6923
63727,wojnaed01,1960,United States,Bridgeport,,,,Ed,Wojna,United States Bridgeport,4234416,,US,United States,Bridgeport,6252001,38.7067,-87.7657
63736,wolcobo01,1973,United States,Huntington Beach,,,,Bob,Wolcott,United States Huntington Beach,5358705,,US,United States,Huntington Beach,6252001,33.6647,-117.9663
63737,wolfeba01,1876,United States,Independence,1953,USA,North Charleroi,Barney,Wolfe,United States Independence,4273359,,US,United States,Independence,6252001,37.2292,-95.7165
63747,wolfebi01,1876,United States,Tremont,1943,USA,Philadelphia,Bill,Wolff,United States Tremont,4913892,,US,United States,Tremont,6252001,40.5053,-89.4833
63749,wolfebr01,1980,United States,Fullerton,,,,Brian,Wolfe,United States Fullerton,5059296,,US,United States,Fullerton,6252001,46.1951,-98.3882
63753,wolfeed01,1929,United States,Los Angeles,2009,USA,Modesto,Ed,Wolfe,United States Los Angeles,5368361,,US,United States,Los Angeles,597427,34.0544,-118.244
63754,wolfeha01,1888,United States,Worcester,1971,USA,Fort Wayne,Harry,Wolfe,United States Worcester,4956184,,US,United States,Worcester,6252001,42.2894,-71.7888
63758,wolfela01,1953,United States,Melbourne,,,,Larry,Wolfe,United States Melbourne,4121256,,US,United States,Melbourne,6252001,36.0635,-91.9079
63761,wolfepo01,1888,United States,Knoxville,1938,USA,Morris,Polly,Wolfe,United States Knoxville,4634946,,US,United States,Knoxville,6252001,35.9556,-83.9336
63764,wolfer01,1889,United States,Newark,1964,USA,Atlantic Highlands,Ernie,Wolf,United States Newark,4123800,,US,United States,Newark,6252001,35.7118,-91.4394
63772,wolffro01,1911,United States,Evansville,1994,USA,Chester,Roger,Wolff,United States Evansville,4110157,,US,United States,Evansville,6252001,35.7823,-94.4638
63777,wolfgme01,1890,United States,Albany,1947,USA,Albany,Mellie,Wolfgang,United States Albany,4179320,,US,United States,Albany,6252001,31.5105,-84.3087
63788,wolfji01,1862,United States,Louisville,1903,USA,Louisville,Chicken,Wolf,United States Louisville,4073771,,US,United States,Louisville,6252001,31.7943,-85.5581
63796,wolfle01,1900,United States,Hartford,1971,USA,New Orleans,Lefty,Wolf,United States Hartford,4066437,,US,United States,Hartford,6252001,31.086,-85.7192
63801,wolfra01,1904,United States,Chicago,1979,USA,Fort Worth,Ray,Wolf,United States Chicago,4887398,,US,United States,Chicago,6252001,41.8777,-87.6376
63802,wolfra02,1976,United States,Canoga Park,,,,Randy,Wolf,United States Canoga Park,5333913,,US,United States,Canoga Park,6252001,34.2166,-118.6028
63803,wolfro01,1982,United States,Effingham,,,,Ross,Wolf,United States Effingham,4237727,,US,United States,Effingham,6252001,39.1217,-88.5611
63806,wolfwa01,1942,United States,South Gate,,,,Wally,Wolf,United States South Gate,5397603,,US,United States,South Gate,6252001,33.9441,-118.198
63807,wolstab01,1861,United States,Philadelphia,1916,USA,Philadelphia,Abe,Wolstenholme,United States Philadelphia,4440906,,US,United States,Philadelphia,6252001,32.7572,-89.1154
63811,wolteha01,1884,United States,Monterey,1970,USA,Palo Alto,Harry,Wolter,United States Monterey,4333701,,US,United States,Monterey,6252001,31.4499,-91.7182
63818,wolteto01,1992,United States,Vista,,,,Tony,Wolters,United States Vista,5406602,,US,United States,Vista,6252001,33.2109,-117.2232
63819,wolveha01,1873,United States,Mount Vernon,1937,USA,Oakland,Harry,Wolverton,United States Mount Vernon,4078348,,US,United States,Mount Vernon,6252001,31.0974,-88.035
63830,womacdo01,1939,United States,Columbia,,,,Dooley,Womack,United States Columbia,4236206,,US,United States,Columbia,6252001,38.4325,-90.2027
63846,womacsi01,1896,United States,Greensburg,1958,USA,Jackson,Sid,Womack,United States Greensburg,4258302,,US,United States,Greensburg,6252001,39.2998,-85.4918
63850,womacto01,1969,United States,Danville,,,,Tony,Womack,United States Danville,4190729,,US,United States,Danville,6252001,32.6057,-83.2454
63861,wongko01,1990,United States,Hilo,,,,Kolten,Wong,United States Hilo,5855927,,US,United States,Hilo,6252001,19.706,-155.0928
63862,woodabr01,1969,United States,Atlanta,,,,Brad,Woodall,United States Atlanta,4180439,,US,United States,Atlanta,6252001,33.9707,-84.3247
63871,woodal02,1991,United States,Charlotte,,,,Alex,Wood,United States Charlotte,4460243,,US,United States,Charlotte,6252001,35.2227,-80.7938
63876,woodala01,1894,United States,Staunton,1963,USA,Cambridge,Larry,Woodall,United States Staunton,4250608,,US,United States,Staunton,6252001,39.0135,-89.7857
63878,woodami01,1960,United States,Melrose Park,,,,Mike,Woodard,United States Melrose Park,4901868,,US,United States,Melrose Park,6252001,41.9003,-87.8581
63879,woodast01,1975,United States,Hartselle,,,,Steve,Woodard,United States Hartselle,4066449,,US,United States,Hartselle,6252001,34.4482,-86.9242
63880,woodbge01,1886,United States,Bellaire,1961,USA,Sandusky,Gene,Woodburn,United States Bellaire,4673353,,US,United States,Bellaire,6252001,29.7023,-95.4611
63883,woodbl01,1985,United States,Atlanta,,,,Blake,Wood,United States Atlanta,4180439,,US,United States,Atlanta,6252001,33.9707,-84.3247
63892,woodbr01,1985,United States,Austin,,,,Brandon,Wood,United States Austin,4099974,,US,United States,Austin,6252001,34.9921,-91.9798
63897,woodcfr01,1868,United States,Winchendon,1943,USA,Ashburnham,Fred,Woodcock,United States Winchendon,4955873,,US,United States,Winchendon,6252001,42.6789,-72.0475
63898,wooddo01,1900,United States,Batesville,1974,USA,New Orleans,Doc,Wood,United States Batesville,4100525,,US,United States,Batesville,6252001,35.7826,-91.6352
63901,woodege01,1917,United States,Hartford,1980,USA,Hartford,George,Woodend,United States Hartford,4066437,,US,United States,Hartford,6252001,31.086,-85.7192
63906,woodeha01,1932,United States,Wilkes-Barre,2009,USA,Houston,Hal,Woodeshick,United States Wilkes-Barre,5219488,,US,United States,Wilkes-Barre,6252001,41.2689,-75.8453
63907,woodfr01,1861,Canada,Dundas,1935,CAN,London,Fred,Wood,Canada Dundas,6948482,,CA,Canada,Dundas,6251999,43.2638,-79.9524
63909,woodha01,1885,United States,Waterville,1955,USA,Bethesda,Harry,Wood,United States Waterville,4281318,,US,United States,Waterville,6252001,39.6971,-96.7498
